brand,model,year,body_type,transmission,fuel_type,kilometers,color,seats,interior,payment_option,area,city,date_posted_category,price
Mercedes-Benz,C200,2023.0,Sedan,Automatic,Benzine,7000.0,Silver,5.0,Part Leather,Cash or Installment,Nasr City,Cairo,This week,2850000
Skoda,Superb,2023.0,Sedan,Automatic,Benzine,100000.0,Blue- Navy Blue,5.0,Full Leather,Cash,New Cairo,Cairo,This week,2100000
Fiat,500X,2024.0,Hatchback,Automatic,Benzine,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,1150000
Chevrolet,Lanos,2017.0,Sedan,Manual,Natural Gas,118000.0,Burgundy,4.0,Full Leather,Cash,Sidi Beshr,Alexandria,Older than a week,350000
Speranza,A516,2010.0,Sedan,Manual,Hybrid,1.0,White,5.0,Full Leather,Cash,Obour City,Cairo,This week,190000
Hyundai,Accent,2026.0,Sedan,Automatic,Benzine,115500.0,Red,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Older than a week,850000
Suzuki,Maruti,2013.0,Hatchback,Manual,Benzine,80000.0,Silver,4.0,Cloth,Cash,Sakan Masr,Shorouk City,Less than a day,190000
Seat,Ibiza,2014.0,Hatchback,Automatic,Benzine,141.0,Black,4.0,Full Leather,Cash,Hurghada,Red Sea,This week,525000
Seat,Ibiza,2006.0,Small city car,Manual,Benzine,320000.0,Black,5.0,Full Leather,Cash,Heliopolis,Cairo,Less than a day,285000
Mercedes-Benz,C180,2020.0,Sedan,Automatic,Benzine,132000.0,Black,5.0,Full Leather,Cash,New Cairo,Cairo,Older than a week,2200000
Fiat,127,1986.0,Small city car,Manual,Benzine,100000.0,Red,4.0,Full Leather,Cash,Haram,Giza,This week,40000
Peugeot,508,2013.0,Sedan,Automatic,Benzine,270000.0,Silver,5.0,Part Leather,Cash,Nasr City,Cairo,This week,650000
Renault,Logan,2020.0,Sedan,Automatic,Benzine,57000.0,Gold,5.0,Full Leather,Cash,Bolkly,Alexandria,This week,560000
Skoda,Kodiaq,2024.0,SUV,Automatic,Benzine,14000.0,White,7.0,Full Leather,Cash or Installment,Heliopolis,Cairo,Older than a week,2800000
Fiat,Tipo,2018.0,Sedan,Automatic,Benzine,220000.0,Gray,5.0,Cloth,Cash,5th Settlement,New Cairo,Older than a week,700000
Mercedes-Benz,GLC 200,2024.0,4X4,Automatic,Benzine,17000.0,Black,5.0,Full Leather,Cash,Rehab City Compound,New Cairo,Less than a day,5350000
BMW,318,2016.0,Sedan,Automatic,Benzine,136000.0,Gray,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,This week,1180000
Mercedes-Benz,A200,2014.0,Hatchback,Automatic,Benzine,195000.0,Silver,5.0,Full Leather,Cash,5th Settlement,New Cairo,This week,1050000
Mercedes-Benz,CLA 200,2025.0,Sports / Coupe,Automatic,Benzine,115500.0,Red,4.0,Full Leather,Cash or Installment,Heliopolis,Cairo,Less than a day,3275000
Audi,A5,2022.0,Sports / Coupe,Automatic,Benzine,82000.0,Black,4.0,Full Leather,Cash,Roushdy,Alexandria,Older than a week,2450000
Hyundai,Solaris,2016.0,Sedan,Automatic,Benzine,175000.0,Black,5.0,Cloth,Cash or Installment,6th of October,Giza,Older than a week,590000
Hyundai,I10,2012.0,Hatchback,Manual,Benzine,32000.0,Silver,5.0,Full Leather,Cash,Moharam Bik,Alexandria,This week,350000
Hyundai,Excel,1994.0,Sedan,Manual,Benzine,300000.0,White,5.0,Full Leather,Cash,Sadat,Monufia,Less than a day,97000
Volkswagen,ID4,2024.0,SUV,Automatic,Electric,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,This week,2100000
Mercedes-Benz,C180,2022.0,Sedan,Automatic,Benzine,48000.0,Silver,5.0,Full Leather,Cash,New Cairo,Cairo,This week,3300000
Kia,Carnival,2025.0,SUV,Automatic,Hybrid,115500.0,Gray,7.0,Full Leather,Cash or Installment,Heliopolis,Cairo,Less than a day,4050000
Seat,Leon,2022.0,Hatchback,Automatic,Benzine,60600.0,Brown,5.0,Full Leather,Cash,Nasr City,Cairo,Older than a week,1300000
Lada,1500,2019.0,Sedan,Manual,Benzine,135000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Obour City,Cairo,Older than a week,300000
Suzuki,Maruti,2014.0,4X4,Manual,Benzine,40000.0,Burgundy,4.0,Cloth,Cash,New Damietta,Damietta,Older than a week,210000
Renault,Sandero Stepway,2021.0,Hatchback,Automatic,Benzine,99000.0,Gold,5.0,Cloth,Cash or Installment,New Nozha,Cairo,Less than a day,640000
Peugeot,206,2002.0,Sedan,Automatic,Benzine,160000.0,Silver,5.0,Full Leather,Cash,Aga,Dakahlia,Older than a week,259000
Mercedes-Benz,S500,2022.0,Sedan,Automatic,Benzine,6800.0,Gray,5.0,Full Leather,Cash,Sheikh Zayed,Giza,This week,9750000
Fiat,124,1972.0,Estate,Manual,Benzine,80000.0,White,5.0,Full Leather,Cash,Menouf,Monufia,This week,68000
Lada,2101,2010.0,Hatchback,Manual,Benzine,140000.0,Gray,7.0,Velour,Cash,Nubariyah,Beheira,Older than a week,155000
Peugeot,2008,2015.0,Estate,Automatic,Benzine,188000.0,Black,5.0,Full Leather,Cash,Nasr City,Cairo,Less than a day,700000
Chrysler,C300,2013.0,Sedan,Automatic,Benzine,188000.0,Black,5.0,Full Leather,Cash,Mansuriyya,Giza,This week,1850000
Changan,Alsvin,2022.0,Sedan,Automatic,Benzine,32000.0,Blue- Navy Blue,5.0,Full Leather,Cash,5th Settlement,New Cairo,This week,550000
Ford,Focus,2016.0,Sedan,Automatic,Diesel,116000.0,Gold,4.0,Full Leather,Cash,5th Settlement,New Cairo,Older than a week,695000
Chevrolet,Aveo,2009.0,Sedan,Automatic,Benzine,180000.0,Black,5.0,Full Leather,Cash,Faisal,Giza,Older than a week,355000
Hyundai,Verna,2007.0,Sedan,Manual,Benzine,356000.0,Black,5.0,Full Leather,Cash,Ain Shams,Cairo,Older than a week,278000
Honda,ENP,2023.0,Hatchback,Automatic,Electric,45000.0,Blue- Navy Blue,5.0,Full Leather,Cash,New Cairo,Cairo,This week,1350000
Speranza,A113,2007.0,Hatchback,Manual,Benzine,200000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Talkha,Dakahlia,Older than a week,160000
Chery,Arrizo 5,2023.0,Sedan,Automatic,Benzine,80505.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,Ramses + Ramses Extension,Cairo,This week,675000
BMW,318,2000.0,Sedan,Automatic,Benzine,130000.0,Black,5.0,Full Leather,Cash,Qutour,Gharbia,Less than a day,500000
Mitsubishi,Lancer,2015.0,Sedan,Automatic,Benzine,127000.0,White,5.0,Full Leather,Cash,Mansura,Dakahlia,Older than a week,740000
BMW,523,2008.0,Sedan,Automatic,Benzine,400000.0,Black,5.0,Full Leather,Cash,New Cairo,Cairo,Older than a week,900000
Kia,Sportage,2025.0,SUV,Automatic,Benzine,115500.0,White,5.0,Cloth,Cash,Banha,Qalyubia,This week,2000000
Fiat,Grand Punto,2015.0,Hatchback,Manual,Benzine,70000.0,Silver,5.0,Cloth,Cash,Heliopolis,Cairo,This week,465000
Kia,Rio,2014.0,Hatchback,Automatic,Benzine,73000.0,Brown,4.0,Full Leather,Cash,Zagazig,Sharqia,Older than a week,655000
Renault,Kadjar,2019.0,Hatchback,Automatic,Benzine,177000.0,Silver,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,This week,900000
Peugeot,3008,2025.0,SUV,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash or Installment,Smoha,Alexandria,Older than a week,1690000
Ford,Mustang,2022.0,Convertible,Automatic,Benzine,18000.0,Yellow,5.0,Full Leather,Cash,New Cairo,Cairo,This week,7800000
Fiat,128,1990.0,Sedan,Manual,Benzine,356880.0,Red,5.0,Full Leather,Cash,Akhmim,Sohag,Older than a week,65000
Porsche,Cayenne,2021.0,4X4,Automatic,Benzine,77000.0,Black,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,This week,4000000
BMW,320,2009.0,Sedan,Automatic,Benzine,187000.0,Gray,5.0,Full Leather,Cash,Heliopolis,Cairo,Less than a day,740000
Mercedes-Benz,C200,2023.0,Sedan,Automatic,Benzine,40000.0,Black,5.0,Full Leather,Cash,5th Settlement,New Cairo,This week,3850000
Hyundai,Excel,1998.0,Sedan,Manual,Benzine,178788.0,Green,5.0,Cloth,Cash,Matareya,Cairo,Older than a week,130000
BMW,320,2024.0,Sedan,Automatic,Benzine,115500.0,Silver,5.0,Full Leather,Cash or Installment,Smoha,Alexandria,This week,3150000
Volkswagen,Golf,2009.0,Hatchback,Automatic,Natural Gas,115000.0,Gray,5.0,Full Leather,Cash,6th of October,Giza,Older than a week,675000
Peugeot,405,1991.0,Sedan,Manual,Benzine,40000.0,Gold,5.0,Full Leather,Cash,Al Hadrah,Alexandria,Less than a day,180000
Mitsubishi,Lancer,2013.0,Sedan,Automatic,Benzine,160000.0,Silver,5.0,Full Leather,Cash,Aga,Dakahlia,This week,650000
Peugeot,407,2008.0,Sedan,Manual,Benzine,214.0,Black,5.0,Full Leather,Cash,Smoha,Alexandria,Older than a week,340000
Mercedes-Benz,CLA 200,2025.0,Sedan,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash,Sheikh Zayed,Giza,This week,3250000
Chevrolet,Aveo,2015.0,Sedan,Automatic,Benzine,150000.0,Silver,4.0,Cloth,Cash,Obour City,Cairo,Older than a week,445000
Jeep,Renegade,2016.0,SUV,Automatic,Benzine,190000.0,White,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Older than a week,950000
Porsche,Macan,2023.0,4X4,Automatic,Benzine,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash,New Cairo,Cairo,This week,5200000
Kia,Sportage,2025.0,SUV,Automatic,Benzine,115500.0,Silver,5.0,Full Leather,Cash,Nasr City,Cairo,Less than a day,2050000
Volkswagen,Passat,2021.0,Sedan,Automatic,Benzine,160000.0,Other Color,5.0,Full Leather,Cash,Beni Suef City,Beni Suef,Older than a week,1500000
Chana,Benni,2009.0,Hatchback,Manual,Benzine,95000.0,Green,5.0,Other,Cash,Gesr Al Suez,Cairo,This week,100000
Peugeot,307,2005.0,Convertible,Manual,Benzine,250000.0,Burgundy,4.0,Full Leather,Cash,Nasr City,Cairo,This week,430000
BMW,520,2018.0,Sedan,Automatic,Benzine,125000.0,Silver,4.0,Full Leather,Cash,Sheikh Zayed,Giza,This week,2200000
Mercedes-Benz,C280,2008.0,Sedan,Automatic,Benzine,280.0,Black,5.0,Full Leather,Cash,Rehab City Compound,New Cairo,This week,900000
BYD,Han,2024.0,Sedan,Automatic,Electric,115500.0,White,5.0,Full Leather,Cash,New Cairo,Cairo,Older than a week,2250000
Honda,Civic,1993.0,Sedan,Automatic,Benzine,200000.0,Red,5.0,Cloth,Cash,Port Fouad,Port Said,Older than a week,225000
Other make,Other,2025.0,MPV,Manual,Benzine,115500.0,White,5.0,Full Leather,Cash or Installment,Marg,Cairo,This week,580000
Mercedes-Benz,E300,2023.0,Sedan,Automatic,Benzine,60000.0,Silver,5.0,Full Leather,Cash,El Mearag City,Zahraa Al Maadi,This week,4100000
Hyundai,Matrix,2006.0,MPV,Automatic,Benzine,190000.0,Black,5.0,Full Leather,Cash,Downtown Cairo,Cairo,Older than a week,420000
Fiat,Florida,2005.0,Hatchback,Manual,Benzine,100000.0,Blue- Navy Blue,4.0,Full Leather,Cash,Faisal,Giza,Older than a week,110000
Chevrolet,Optra,2026.0,Sedan,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash or Installment,Smoha,Alexandria,Less than a day,810000
Hyundai,Accent,2000.0,Sedan,Automatic,Benzine,1.0,Black,5.0,Full Leather,Cash,New Cairo,Cairo,Less than a day,230000
Kia,Cerato,2019.0,Sedan,Automatic,Benzine,132000.0,Burgundy,5.0,Cloth,Cash,1st Settlement,New Cairo,Older than a week,970000
Hyundai,Accent,1999.0,Sedan,Manual,Benzine,299895.0,White,5.0,Cloth,Cash,Zagazig,Sharqia,This week,205000
Daewoo,Nubira,2004.0,Sedan,Automatic,Natural Gas,200000.0,White,4.0,Full Leather,Cash,Marg,Cairo,Older than a week,230000
Fiat,Siena,2000.0,Sedan,Manual,Benzine,248000.0,Black,5.0,Full Leather,Cash,Al Hadrah,Alexandria,This week,170000
MG,ZS,2025.0,SUV,Automatic,Benzine,115500.0,Red,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,1050000
Geely,Ck,2008.0,Sedan,Automatic,Benzine,150000.0,Gold,5.0,Full Leather,Cash,Zahraa Al Maadi,Cairo,Less than a day,150000
Mercedes-Benz,CLE 300,2024.0,Sports / Coupe,Automatic,Benzine,115500.0,Red,4.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,4800000
Hyundai,Elantra,2023.0,Sedan,Automatic,Benzine,33000.0,White,5.0,Full Leather,Cash,New Cairo,Cairo,Older than a week,1230000
Speranza,M11,2010.0,Sedan,Manual,Benzine,200000.0,Red,5.0,Full Leather,Cash,Hadayek al-Ahram,Giza,Older than a week,245000
Suzuki,Alto,2006.0,Sedan,Manual,Benzine,105000.0,Black,5.0,Full Leather,Cash,Ard El Lewa,Giza,Less than a day,180000
Peugeot,5008,2011.0,MPV,Automatic,Benzine,180000.0,Red,7.0,Cloth,Cash,Obour City,Cairo,Less than a day,620000
Volkswagen,Tiguan,2025.0,Hatchback,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,2550000
Mitsubishi,Lancer,2016.0,Other,Automatic,Benzine,10010.0,Silver,4.0,Full Leather,Cash,Menouf,Monufia,Less than a day,820000
Kia,Cerato Coupe,2011.0,Sports / Coupe,Automatic,Benzine,57000.0,White,5.0,Full Leather,Cash,Smoha,Alexandria,This week,720000
Hyundai,Accent,2025.0,Sedan,Automatic,Benzine,115500.0,Blue- Navy Blue,5.0,Cloth,Cash or Installment,Nasr City,Cairo,This week,920000
Brilliance,V5,2013.0,SUV,Automatic,Benzine,186000.0,Brown,5.0,Full Leather,Cash,Obour City,Cairo,This week,470000
Tesla,Model Y,2023.0,MPV,Automatic,Electric,115500.0,Black,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,3150000
Other make,Dongfeng,2024.0,Sedan,Automatic,Benzine,4000.0,Silver,5.0,Full Leather,Cash,Heliopolis,Cairo,This week,960000
Toyota,Echo,2000.0,Sedan,Manual,Benzine,224000.0,White,5.0,Full Leather,Cash,Smoha,Alexandria,Less than a day,250000
Kia,Cerato,2004.0,Sedan,Automatic,Benzine,47000.0,White,5.0,Full Leather,Cash,Faqous,Sharqia,This week,570000
Speranza,A113,2009.0,Hatchback,Manual,Benzine,156.0,Blue- Navy Blue,5.0,Full Leather,Cash,Hadayek October,Giza,Older than a week,197000
Mercedes-Benz,E200,2021.0,Sedan,Automatic,Benzine,20000.0,Silver,5.0,Full Leather,Cash,1st Settlement,New Cairo,This week,3950000
Daihatsu,Terios,2003.0,4X4,Automatic,Benzine,180.0,Green,5.0,Full Leather,Cash,Panorama El Shorouk,Shorouk City,This week,290000
Peugeot,Partner,2007.0,Sedan,Manual,Benzine,1.0,White,5.0,Full Leather,Cash,6th of October,Giza,This week,210000
Fiat,128,1982.0,Sedan,Manual,Benzine,73500.0,Red,5.0,Full Leather,Cash,Heliopolis Residence,Shorouk City,This week,55000
Mercedes-Benz,C300,2020.0,Sports / Coupe,Automatic,Benzine,70000.0,White,5.0,Full Leather,Cash,Nasr City,Cairo,Less than a day,2900000
Mercedes-Benz,C180,2023.0,Sedan,Automatic,Benzine,40000.0,Gray,4.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,2600000
Porsche,Cayenne,2025.0,Sports / Coupe,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash or Installment,5th Settlement,New Cairo,This week,15500000
Kia,Cerato,2015.0,Hatchback,Automatic,Benzine,100000.0,Gray,5.0,Full Leather,Cash or Installment,Sheraton,Cairo,This week,890000
Renault,Logan,2015.0,Sedan,Manual,Benzine,270000.0,White,5.0,Full Leather,Cash,Helwan,Cairo,Older than a week,250000
Mercedes-Benz,GLC 200,2025.0,SUV,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,5650000
Toyota,Yaris,2006.0,Sedan,Automatic,Benzine,255500.0,Blue- Navy Blue,5.0,Full Leather,Cash,Mansura,Dakahlia,Less than a day,400000
Mercedes-Benz,GLC 200,2024.0,Sports / Coupe,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash,New Cairo,Cairo,Older than a week,5450000
Hyundai,Verna,2007.0,Sedan,Manual,Benzine,85000.0,Silver,5.0,Full Leather,Cash,Al Hadaba Al Wosta,Mokattam,This week,350000
Renault,Megane,2016.0,Hatchback,Automatic,Benzine,133000.0,Gray,5.0,Full Leather,Cash,Laurent,Alexandria,Older than a week,580000
Land Rover,Range Rover Vogue,2024.0,SUV,Automatic,Benzine,9500.0,Black,5.0,Full Leather,Cash or Installment,5th Settlement,New Cairo,This week,14250000
Hyundai,Elantra,2019.0,Other,Automatic,Benzine,122500.0,Blue- Navy Blue,5.0,Full Leather,Cash,Glim,Alexandria,Older than a week,900000
Hyundai,Getz,2005.0,Hatchback,Manual,Benzine,115500.0,Gray,5.0,Cloth,Cash,Abasiya,Cairo,Older than a week,460000
Kia,Carens,2010.0,Sedan,Automatic,Benzine,335000.0,Silver,5.0,Cloth,Cash,Agouza,Giza,Older than a week,680000
Fiat,Uno,1988.0,Sedan,Automatic,Benzine,320000.0,Silver,5.0,Full Leather,Cash,Al Hadrah,Alexandria,Older than a week,80000
Mercedes-Benz,E200,2025.0,Sedan,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash,New Zayed,Sheikh Zayed,This week,5750000
Hyundai,Verna,2017.0,Sedan,Automatic,Benzine,108000.0,Gold,4.0,Cloth,Cash,10th of Ramadan,Sharqia,Older than a week,440000
Mazda,121,1998.0,Sedan,Manual,Benzine,130000.0,Red,5.0,Full Leather,Cash,Nasr City,Cairo,Less than a day,89000
Geely,Frota,2005.0,Hatchback,Manual,Benzine,195000.0,White,5.0,Full Leather,Cash,Agouza,Giza,Older than a week,115000
Cupra,Formentor,2023.0,Hatchback,Automatic,Benzine,60000.0,Gray,5.0,Full Leather,Cash,Mahalla al-Kobra,Gharbia,This week,1900000
Mercedes-Benz,C180,2024.0,Sedan,Automatic,Benzine,7000.0,White,5.0,Full Leather,Cash,New Cairo,Cairo,This week,3900000
Kia,Pride,2005.0,MPV,Manual,Benzine,1500.0,Silver,5.0,Part Leather,Cash,Haram,Giza,This week,160000
Suzuki,Swift,2021.0,Hatchback,Automatic,Benzine,40000.0,Blue- Navy Blue,4.0,Cloth,Cash,Ismailia City,Ismailia,Older than a week,725000
Renault,Logan,2014.0,Sedan,Automatic,Benzine,210000.0,Burgundy,4.0,Full Leather,Cash,Madinaty,Cairo,Less than a day,425000
BMW,X1,2024.0,SUV,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash or Installment,Sheikh Zayed,Giza,Older than a week,3150000
Brilliance,V5,2015.0,Hatchback,Automatic,Benzine,175000.0,Gray,5.0,Full Leather,Cash,Heliopolis,Cairo,This week,530000
Mercedes-Benz,C180,2025.0,Sedan,Automatic,Benzine,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,Heliopolis,Cairo,Less than a day,3950000
Toyota,Camry,1994.0,Other,Manual,Benzine,1.0,Brown,5.0,Full Leather,Cash,Zahraa Madinat Nasr,Nasr City,Less than a day,250000
Kia,Sorento Hybrid,2025.0,4X4,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash,Nasr City,Cairo,Less than a day,3525000
Suzuki,Maruti,2011.0,Other,Manual,Benzine,80000.0,Burgundy,5.0,Full Leather,Cash,Damietta City,Damietta,This week,190000
Volkswagen,ID6,2022.0,SUV,Automatic,Electric,26000.0,Beige,5.0,Full Leather,Cash,New Cairo,Cairo,Older than a week,1790000
Jeep,Cherokee,2008.0,4X4,Automatic,Benzine,167000.0,Gold,5.0,Full Leather,Cash,Zamalek,Cairo,Older than a week,820000
Skoda,Kodiaq,1998.0,Sedan,Manual,Benzine,400000.0,Green,5.0,Full Leather,Cash,Shorouk City,Cairo,Less than a day,290000
Chevrolet,Optra,2026.0,Sedan,Automatic,Benzine,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,800000
Chevrolet,Optra,2026.0,Sedan,Automatic,Benzine,115500.0,Gray,5.0,Cloth,Cash or Installment,New Cairo,Cairo,Older than a week,799999
Renault,Duster,2017.0,SUV,Manual,Benzine,240000.0,Black,5.0,Full Leather,Cash,Hadayek al-Kobba,Cairo,This week,550000
MG,MG 6,2022.0,Sedan,Automatic,Benzine,94000.0,Red,5.0,Full Leather,Cash or Installment,8th District,Nasr City,Less than a day,875000
Opel,Mokka,2026.0,SUV,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash or Installment,Zamalek,Cairo,Older than a week,1490000
Audi,Q3,2022.0,SUV,Automatic,Benzine,41797.0,Black,5.0,Full Leather,Cash,Mountain View - October Park Compound,6th of October,This week,1970000
Skoda,Octavia,2020.0,Sedan,Automatic,Benzine,80000.0,Black,5.0,Full Leather,Cash,Sadat,Monufia,This week,1450000
Kia,Carens,2011.0,Estate,Automatic,Benzine,164000.0,Black,5.0,Full Leather,Cash,Nasr City,Cairo,Older than a week,630000
Daewoo,Lanos,2000.0,Sedan,Manual,Benzine,168000.0,White,5.0,Full Leather,Cash,Badr City,Cairo,Older than a week,238000
Hyundai,Accent,2017.0,Sedan,Automatic,Benzine,140000.0,Brown,5.0,Full Leather,Cash,Rehab City Compound,New Cairo,Less than a day,640000
BYD,Song L,2024.0,SUV,Automatic,Benzine,115500.0,Silver,5.0,Full Leather,Cash,Sheikh Zayed,Giza,This week,2200000
Mercedes-Benz,CLE 200,2024.0,Sedan,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash,New Cairo,Cairo,This week,3200000
Mitsubishi,Eclipse,2025.0,SUV,Automatic,Benzine,115500.0,Red,5.0,Full Leather,Cash or Installment,Damanhour,Beheira,This week,1540000
Volkswagen,Passat,2009.0,Sedan,Automatic,Benzine,370000.0,Black,5.0,Full Leather,Cash or Installment,Heliopolis,Cairo,This week,620000
Toyota,C-HR,2022.0,SUV,Automatic,Benzine,58000.0,Gray,5.0,Full Leather,Cash,Maadi,Cairo,This week,1275000
Chevrolet,Lanos,2010.0,Sedan,Manual,Benzine,68000.0,Gray,5.0,Cloth,Cash,Haram,Giza,This week,335000
Hyundai,Verna,2016.0,Sedan,Manual,Benzine,170000.0,Black,5.0,Other,Cash,Helwan,Cairo,This week,370000
Brilliance,FRV Cross,2013.0,Hatchback,Automatic,Benzine,286000.0,White,5.0,Other,Cash,Al Amiriyyah,Cairo,Older than a week,360000
Hyundai,Accent,2010.0,Sedan,Automatic,Benzine,132000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Dokki,Giza,This week,450000
Chevrolet,Captiva,2021.0,SUV,Automatic,Benzine,118000.0,White,5.0,Full Leather,Cash,Privado,Madinaty,This week,1150000
Nissan,Sunny,2025.0,Sedan,Automatic,Benzine,115500.0,Silver,5.0,Full Leather,Cash or Installment,Dokki,Giza,This week,705000
Fiat,Shahin,2008.0,Sedan,Manual,Benzine,80000.0,Burgundy,5.0,Part Leather,Cash,Shubra,Cairo,Less than a day,195000
Ssang Yong,Tivoli XLV,2019.0,SUV,Automatic,Benzine,195000.0,Gray,5.0,Full Leather,Cash,Seyouf,Alexandria,Less than a day,825000
Renault,Logan,2016.0,Sedan,Manual,Benzine,105000.0,Silver,5.0,Full Leather,Cash,Kafr al-Dawwar,Beheira,Older than a week,350000
Chevrolet,Optra,2018.0,Sedan,Automatic,Benzine,42000.0,Silver,5.0,Full Leather,Cash,Mahalla al-Kobra,Gharbia,This week,600000
Kia,Spectra,2003.0,Sedan,Automatic,Benzine,300000.0,Red,5.0,Full Leather,Cash,Mahalla al-Kobra,Gharbia,This week,300000
Peugeot,504,1976.0,Sedan,Manual,Benzine,200000.0,Blue- Navy Blue,4.0,Part Leather,Cash,Oseem,Giza,Older than a week,100000
BMW,X3,2016.0,4X4,Automatic,Benzine,230000.0,Black,5.0,Full Leather,Cash,New Cairo,Cairo,Older than a week,1530000
Speranza,Tiggo,2010.0,SUV,Manual,Benzine,190000.0,Gray,5.0,Full Leather,Cash,Nasr City,Cairo,Older than a week,370000
Kia,Sportage,2025.0,SUV,Automatic,Benzine,115500.0,Red,5.0,Cloth,Cash or Installment,Nasr City,Cairo,This week,2150000
Nissan,Sunny,2025.0,Sedan,Automatic,Benzine,24000.0,Black,5.0,Full Leather,Cash,New Cairo,Cairo,Older than a week,680000
Geely,Emgrand 7,2014.0,Sedan,Manual,Benzine,265000.0,Other Color,5.0,Full Leather,Cash,Obour City,Cairo,This week,280000
Mercedes-Benz,A180,2021.0,Sedan,Automatic,Benzine,90000.0,Black,4.0,Full Leather,Cash,6th of October,Giza,Older than a week,1750000
Renault,Clio,2006.0,Sedan,Automatic,Benzine,310000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Abasiya,Cairo,This week,180000
Toyota,Corolla,2008.0,Sedan,Automatic,Benzine,263000.0,Black,5.0,Full Leather,Cash,Sheikh Zayed,Giza,Less than a day,445000
Opel,Mokka,2024.0,SUV,Automatic,Benzine,30000.0,White,5.0,Cloth,Cash or Installment,Madinaty,Cairo,Older than a week,1270000
MINI,Countryman S,2013.0,SUV,Automatic,Benzine,190000.0,White,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,820000
Volkswagen,Jetta,2012.0,Sedan,Automatic,Benzine,270000.0,Gold,5.0,Full Leather,Cash,Nasr City,Cairo,Older than a week,760000
Chevrolet,Optra,2009.0,Sedan,Automatic,Benzine,182000.0,Silver,5.0,Full Leather,Cash,Sayeda Zeinab,Cairo,Older than a week,400000
Mercedes-Benz,GLC 300,2024.0,SUV,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,5200000
Nissan,Sentra,2017.0,Sedan,Automatic,Benzine,130000.0,Gold,5.0,Full Leather,Cash or Installment,Smoha,Alexandria,Older than a week,640000
Kia,Cerato,2020.0,SUV,Automatic,Benzine,100000.0,Silver,5.0,Full Leather,Cash,6th of October,Giza,This week,1475000
Hyundai,Elantra,2024.0,Sedan,Automatic,Benzine,115500.0,Red,5.0,Full Leather,Cash or Installment,Heliopolis,Cairo,Older than a week,1760000
Kia,Sephia,1999.0,Sedan,Automatic,Benzine,1200.0,Red,5.0,Full Leather,Cash,Sinbillawain,Dakahlia,Older than a week,200000
Mitsubishi,Lancer,2015.0,Sedan,Automatic,Benzine,186000.0,Black,5.0,Full Leather,Cash,Nasr City,Cairo,Older than a week,590000
Fiat,128,1982.0,Sedan,Manual,Benzine,50000.0,Green,4.0,Full Leather,Exchange,Arbaeen,Suez,This week,55000
Daewoo,Lanos,2003.0,Sedan,Manual,Benzine,190000.0,Silver,5.0,Full Leather,Cash,10th of Ramadan,Sharqia,Older than a week,235000
BMW,X3,2017.0,4X4,Automatic,Benzine,95000.0,Silver,5.0,Full Leather,Cash,Mansura,Dakahlia,Older than a week,2060000
Daewoo,Lanos,2009.0,Sedan,Manual,Benzine,130000.0,Blue- Navy Blue,4.0,Full Leather,Cash,15 May City,Cairo,Less than a day,410000
Chevrolet,Aveo,2012.0,Other,Automatic,Benzine,155000.0,Black,5.0,Other,Cash,Banha,Qalyubia,Older than a week,999900
