brand,model,year,body_type,transmission,fuel_type,kilometers,color,seats,interior,payment_option,area,city,date_posted_category,price
Toyota,Corolla,2025.0,Sedan,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash,Sheikh Zayed,Giza,Older than a week,1540000
Volkswagen,CC,2013.0,Sedan,Automatic,Benzine,185000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Manshiyya,Alexandria,Less than a day,1100000
Proton,Gen-2,2015.0,Sedan,Automatic,Benzine,170000.0,Silver,4.0,Full Leather,Cash,Ain Shams,Cairo,This week,420000
BMW,X3,2008.0,SUV,Automatic,Benzine,250000.0,Black,5.0,Full Leather,Cash,Heliopolis,Cairo,Older than a week,750000
Skoda,Octavia,2021.0,Sedan,Automatic,Benzine,120000.0,Red,5.0,Cloth,Cash,Heliopolis,Cairo,Older than a week,1350000
Mercedes-Benz,E230,1985.0,Sedan,Automatic,Benzine,40000.0,Black,4.0,Full Leather,Cash,Cairo University,Giza District,Less than a day,380000
Renault,Sandero Stepway,2016.0,SUV,Automatic,Benzine,125000.0,Burgundy,5.0,Full Leather,Cash,New Cairo,Cairo,This week,500000
Citroen,ZX,1998.0,Hatchback,Manual,Natural Gas,239500.0,Green,5.0,Full Leather,Cash,Tamiya,Fayoum,This week,155000
Volkswagen,Pointer,2005.0,Sedan,Manual,Benzine,225000.0,Silver,5.0,Full Leather,Cash,Haram,Giza,Older than a week,175000
Jetour,X70,2024.0,SUV,Automatic,Benzine,8000.0,Black,7.0,Full Leather,Cash,El Maadi,Maadi,This week,1600000
Kia,Sportage,2025.0,SUV,Automatic,Benzine,115500.0,White,4.0,Full Leather,Cash or Installment,New Cairo,Cairo,This week,1790000
Fiat,Panda,2017.0,Hatchback,Manual,Benzine,183000.0,Blue- Navy Blue,5.0,Other,Cash,5th Settlement,New Cairo,Less than a day,350000
Daewoo,Lanos,2000.0,Sedan,Manual,Benzine,280000.0,Red,5.0,Full Leather,Cash,Al Hadrah,Alexandria,This week,240000
Hyundai,Atos,2010.0,Hatchback,Manual,Benzine,143000.0,Silver,5.0,Cloth,Cash,5th Settlement,New Cairo,Less than a day,270000
Mercedes-Benz,GLA 200,2023.0,SUV,Automatic,Benzine,1000.0,White,5.0,Full Leather,Cash,New Cairo,Cairo,This week,2900000
Renault,Logan,2015.0,Sedan,Manual,Benzine,270000.0,White,5.0,Full Leather,Cash,Helwan,Cairo,This week,300000
Skoda,Rapid,2015.0,Sedan,Automatic,Benzine,135000.0,Blue- Navy Blue,5.0,Cloth,Cash,Abasiya,Cairo,Less than a day,625000
Hyundai,Excel,1994.0,Sedan,Manual,Benzine,200000.0,White,5.0,Full Leather,Cash,Al Feshn,Beni Suef,This week,170000
Seat,Ibiza,2025.0,Hatchback,Automatic,Benzine,115500.0,Gray,5.0,Cloth,Cash or Installment,New Nozha,Cairo,This week,1290000
Opel,Grandland,2024.0,SUV,Automatic,Benzine,115500.0,White,5.0,Part Leather,Cash or Installment,New Nozha,Cairo,This week,1700000
Mitsubishi,Lancer,1998.0,Sedan,Manual,Benzine,260000.0,Blue- Navy Blue,4.0,Full Leather,Cash,Mit Ghamr,Dakahlia,Older than a week,210000
Peugeot,405,1995.0,Sedan,Manual,Benzine,120000.0,Other Color,5.0,Cloth,Cash or Installment,El Fardous Compound,6th of October,Older than a week,120000
Kia,Sportage,2022.0,SUV,Automatic,Benzine,9000.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,Sheikh Zayed,Giza,Older than a week,2050000
Chery,Arrizo 5,2025.0,Sedan,Manual,Benzine,115500.0,Red,4.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,665000
Hyundai,Verna,2004.0,Sedan,Manual,Benzine,359.0,Blue- Navy Blue,5.0,Full Leather,Cash,Haram,Giza,This week,295000
Fiat,127,1979.0,Hatchback,Manual,Benzine,92000.0,Orange,2.0,Full Leather,Cash,Gesr Al Suez,Cairo,Older than a week,55000
Kia,Sorento,2020.0,SUV,Automatic,Benzine,60000.0,Black,7.0,Part Leather,Cash,Haram,Giza,Less than a day,1850000
BMW,320,2025.0,Sedan,Automatic,Benzine,5000.0,Black,5.0,Full Leather,Cash,Heliopolis,Cairo,Older than a week,2699999
Mercedes-Benz,C180,1994.0,Sedan,Automatic,Benzine,370000.0,Silver,5.0,Full Leather,Cash,Beni Suef City,Beni Suef,This week,345000
Skoda,Kodiaq,2021.0,4X4,Automatic,Benzine,50000.0,Gray,7.0,Full Leather,Cash,Damanhour,Beheira,Older than a week,2350000
Skoda,Kodiaq,2025.0,SUV,Automatic,Benzine,115500.0,Gold,7.0,Full Leather,Cash or Installment,Sheikh Zayed,Giza,Older than a week,3050000
Fiat,131,1982.0,Estate,Manual,Benzine,1.0,Red,5.0,Full Leather,Cash,Zahraa Madinat Nasr,Nasr City,This week,80000
Mercedes-Benz,E200,2025.0,Sedan,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,This week,6000000
Toyota,Echo,2000.0,Other,Manual,Benzine,178000.0,Green,5.0,Full Leather,Cash,Nasr City,Cairo,This week,220000
Maserati,Grecale Modena,2023.0,4X4,Automatic,Benzine,20000.0,Silver,5.0,Full Leather,Cash,Nasr City,Cairo,Older than a week,4750000
Mercedes-Benz,C180,2023.0,Sedan,Automatic,Benzine,16000.0,White,5.0,Full Leather,Cash or Installment,5th Settlement,New Cairo,Less than a day,3500000
Chevrolet,Pickup/Dababa,1990.0,Other,Manual,Benzine,2.0,White,2.0,Full Leather,Cash,Faqous,Sharqia,Older than a week,195000
Fiat,127,1985.0,Hatchback,Manual,Benzine,1000.0,Blue- Navy Blue,4.0,Other,Cash,Victoria,Alexandria,This week,60000
Kia,Sportage,2023.0,SUV,Manual,Benzine,43000.0,Gray,5.0,Full Leather,Cash,New Damietta,Damietta,This week,2100000
Hyundai,IX35,2015.0,SUV,Automatic,Benzine,231000.0,White,5.0,Part Leather,Cash,Mansura,Dakahlia,Less than a day,950000
Kia,Cerato,2013.0,Sedan,Automatic,Benzine,250000.0,Gray,5.0,Full Leather,Cash,Sadat,Monufia,Less than a day,630000
Skoda,Kodiaq,2021.0,SUV,Automatic,Benzine,91000.0,Black,7.0,Other,Cash,Sheikh Zayed,Giza,This week,1950000
Audi,Q5,2017.0,SUV,Automatic,Benzine,160000.0,White,5.0,Full Leather,Cash,Gladios Garden Compound,6th of October,Less than a day,1650000
Volkswagen,Polo,1995.0,Hatchback,Manual,Benzine,230.0,Blue- Navy Blue,4.0,Full Leather,Cash,Helmeya al-Gadeda,Cairo,This week,220000
Mercedes-Benz,E180,2016.0,Sedan,Automatic,Benzine,71000.0,Gray,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,This week,2270000
Chevrolet,Pickup/Dababa,1995.0,Pickup,Manual,Diesel,173470.0,Green,2.0,Full Leather,Cash,Fayed,Ismailia,This week,250000
Opel,Crossland,2021.0,SUV,Automatic,Benzine,120000.0,Red,5.0,Full Leather,Cash,New Cairo,Cairo,This week,830000
Nissan,Sunny,2024.0,Sedan,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash or Installment,Abu Qir,Alexandria,This week,500000
Volkswagen,Passat,2008.0,Sedan,Manual,Benzine,204000.0,Black,5.0,Full Leather,Cash,Tanta,Gharbia,Older than a week,290000
Volkswagen,Tiguan,2023.0,Estate,Automatic,Benzine,70.0,White,5.0,Full Leather,Cash,New Cairo,Cairo,This week,2140000
Hyundai,Accent,2001.0,Sedan,Manual,Benzine,188799.0,Black,5.0,Full Leather,Cash,6th of October,Giza,This week,190000
Hyundai,Accent,2001.0,Sedan,Automatic,Benzine,300000.0,Green,5.0,Full Leather,Cash,Akhmim,Sohag,Older than a week,220000
Mercedes-Benz,C200,2026.0,Sedan,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash,5th Settlement,New Cairo,This week,3950000
Opel,Astra,2021.0,Sedan,Automatic,Benzine,110000.0,Gray,5.0,Full Leather,Cash,Asyut City,Asyut,Older than a week,800000
Chevrolet,Pickup/Dababa,2008.0,Van / Bus,Manual,Diesel,245252.0,Red,5.0,Part Leather,Cash,Markaz Sohag,Sohag,Older than a week,500000
Renault,Logan,2010.0,Sedan,Manual,Benzine,183000.0,Black,5.0,Full Leather,Cash,Al Hadrah,Alexandria,This week,280000
Renault,Duster,2021.0,SUV,Automatic,Benzine,63000.0,White,5.0,Cloth,Cash,Damanhour,Beheira,This week,890000
Mercedes-Benz,C180,2009.0,Sedan,Automatic,Benzine,245000.0,Silver,5.0,Full Leather,Cash,1st Settlement,New Cairo,This week,965000
MG,MG 5,2022.0,Sedan,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash or Installment,Smoha,Alexandria,This week,600000
Kia,Picanto,2018.0,Hatchback,Automatic,Benzine,82000.0,Red,5.0,Full Leather,Cash or Installment,Maadi,Cairo,This week,700000
Jeep,Grand Cherokee,2011.0,4X4,Automatic,Benzine,140000.0,Black,4.0,Full Leather,Cash,6th District,6th of October,Older than a week,1800000
Chevrolet,N300,2020.0,Van / Bus,Manual,Benzine,200000.0,Silver,5.0,Full Leather,Cash,6th of October,Giza,Older than a week,380000
Chery,Envy,2017.0,Sedan,Manual,Benzine,135000.0,Silver,5.0,Full Leather,Cash,Mena City Central,Dokki,Older than a week,280000
Toyota,Yaris,2007.0,Sedan,Automatic,Benzine,300000.0,Black,5.0,Part Leather,Cash,Heliopolis,Cairo,Less than a day,395000
Chevrolet,Lanos,2009.0,Sedan,Manual,Benzine,190000.0,Black,5.0,Full Leather,Cash,Tanta,Gharbia,This week,250000
Chevrolet,Lanos,2011.0,Sedan,Manual,Benzine,180000.0,Black,5.0,Full Leather,Cash,New October,6th of October,Older than a week,260000
Lada,2107,2006.0,Sedan,Manual,Benzine,100000.0,White,4.0,Full Leather,Cash,Mena City Central,Dokki,Older than a week,130000
Hyundai,Excel,1996.0,Sedan,Manual,Benzine,280000.0,Burgundy,5.0,Full Leather,Cash,Zahraa Madinat Nasr,Nasr City,This week,150000
Brilliance,Galena,2011.0,Sedan,Automatic,Benzine,220000.0,Green,5.0,Full Leather,Cash,Ismailia City,Ismailia,Less than a day,250000
Hyundai,Accent,1999.0,Sedan,Manual,Benzine,2102.0,Gray,5.0,Full Leather,Cash,Moneeb,Giza,This week,200000
Fiat,132,1980.0,Sedan,Manual,Benzine,50000.0,Green,5.0,Full Leather,Cash,Haram,Giza,Less than a day,67000
Skoda,Kodiaq,2025.0,SUV,Automatic,Benzine,115500.0,Red,7.0,Full Leather,Cash or Installment,New Damietta,Damietta,Older than a week,3200000
Geely,Pandido,2012.0,Small city car,Automatic,Benzine,100000.0,Silver,5.0,Full Leather,Cash,Zagazig,Sharqia,This week,250000
Seat,Ateca,2025.0,SUV,Automatic,Benzine,115500.0,Other Color,5.0,Part Leather,Cash or Installment,Sheikh Zayed,Giza,This week,1750000
Nissan,Sunny,2003.0,Sedan,Manual,Benzine,60000.0,Gray,4.0,Velour,Cash,Nasr City,Cairo,This week,420000
Daewoo,Lanos,2005.0,Sedan,Automatic,Benzine,178664.0,Silver,5.0,Full Leather,Cash,Heliopolis,Cairo,Less than a day,280000
Jac,JS4,2024.0,Hatchback,Automatic,Benzine,18000.0,Red,5.0,Full Leather,Cash,5th Settlement,New Cairo,Older than a week,650000
Suzuki,Maruti,2008.0,Sedan,Manual,Benzine,60000.0,White,5.0,Full Leather,Cash,Basyoun,Gharbia,This week,160000
Skoda,Octavia,2015.0,Sedan,Automatic,Benzine,265000.0,Brown,5.0,Full Leather,Cash,Kafr Saqr,Sharqia,Less than a day,780000
Audi,Q5 E-Tron,2023.0,SUV,Automatic,Electric,19000.0,White,5.0,Full Leather,Cash,Nasr City,Cairo,Older than a week,2450000
Cupra,Terramar,2025.0,SUV,Automatic,Benzine,115500.0,White,4.0,Full Leather,Cash or Installment,New Cairo,Cairo,Less than a day,2465000
Kia,Shuma,2002.0,Sedan,Manual,Benzine,195000.0,Green,5.0,Full Leather,Cash,Ard El Lewa,Giza,This week,215000
Mercedes-Benz,B200,2022.0,Hatchback,Automatic,Benzine,16000.0,Black,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,This week,2250000
Mercedes-Benz,C200,2021.0,Sports / Coupe,Automatic,Benzine,60000.0,Black,5.0,Cloth,Cash or Installment,Heliopolis,Cairo,Older than a week,2900000
Mercedes-Benz,CLE 200,2024.0,Sports / Coupe,Automatic,Benzine,11000.0,Black,5.0,Full Leather,Cash,New Cairo,Cairo,Older than a week,4170000
Hyundai,Santa Fe,2024.0,Estate,Automatic,Hybrid,115500.0,Gray,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,1500000
Peugeot,3008,2026.0,SUV,Automatic,Benzine,115500.0,Silver,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,2460000
BMW,M3,2022.0,Sedan,Automatic,Benzine,30000.0,Red,5.0,Full Leather,Cash,Sheikh Zayed,Giza,Older than a week,100000
Fiat,128,1972.0,Sports / Coupe,Manual,Benzine,50000.0,Red,2.0,Full Leather,Cash,Mohandessin,Giza,Less than a day,60000
Chevrolet,Lanos,2012.0,Sedan,Manual,Benzine,88000.0,Burgundy,5.0,Full Leather,Cash,Qutour,Gharbia,This week,305000
Audi,Q8,2022.0,4X4,Automatic,Benzine,35000.0,Black,5.0,Full Leather,Cash,New Giza Compound,6th of October,Older than a week,5250000
Fiat,Linea,2009.0,Sedan,Manual,Benzine,260000.0,Black,5.0,Full Leather,Cash,Suez District,Suez,Older than a week,330000
Kia,Cerato,2006.0,Sedan,Automatic,Benzine,162500.0,Black,4.0,Full Leather,Cash,6th of October,Giza,This week,485000
Kia,Cerato,2011.0,Sedan,Automatic,Benzine,188000.0,Black,4.0,Cloth,Cash,1st District,Sheikh Zayed,Older than a week,560000
Toyota,Fortuner,2024.0,SUV,Automatic,Benzine,48500.0,Black,5.0,Full Leather,Cash or Installment,Heliopolis,Cairo,Older than a week,3300000
Mitsubishi,Lancer,2002.0,Sedan,Manual,Benzine,260000.0,Gray,5.0,Full Leather,Cash,Degla Palms Compound,6th of October,Older than a week,300000
Daihatsu,Terios,2009.0,4X4,Automatic,Benzine,260000.0,Black,5.0,Full Leather,Cash,Gesr Al Suez,Cairo,Older than a week,580000
Speranza,A113,2009.0,Hatchback,Manual,Benzine,105000.0,Gray,4.0,Cloth,Cash,Hadayek Helwan,Cairo,This week,200000
MG,MG 4,2025.0,Hatchback,Automatic,Electric,115500.0,Orange,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,1400000
Toyota,Yaris,2007.0,Sedan,Automatic,Benzine,158000.0,Burgundy,5.0,Full Leather,Cash,1st Settlement,New Cairo,This week,440000
Speranza,A516,2008.0,Other,Automatic,Natural Gas,450000.0,Red,4.0,Part Leather,Cash,Bashtil,Giza,This week,220000
Daewoo,Lanos,1999.0,Sedan,Manual,Benzine,60000.0,Green,5.0,Full Leather,Cash,Suez District,Suez,Less than a day,220000
Subaru,Impreza,2019.0,Sedan,Automatic,Benzine,140000.0,Red,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,This week,980000
Skoda,Kodiaq,2024.0,SUV,Automatic,Benzine,115500.0,Silver,7.0,Full Leather,Cash,New Cairo,Cairo,Older than a week,2850000
MG,MG 6,2022.0,Sedan,Automatic,Benzine,80000.0,Black,5.0,Full Leather,Cash or Installment,Smoha,Alexandria,This week,885000
Kia,Cerato,2018.0,Sedan,Automatic,Benzine,141000.0,White,5.0,Full Leather,Cash,Markaz Badr,Beheira,Older than a week,870000
Cupra,Leon,2024.0,Hatchback,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,3400000
Skoda,Felecia,1996.0,Hatchback,Manual,Benzine,16000.0,Green,5.0,Cloth,Cash,16th District,Sheikh Zayed,Older than a week,140000
Hyundai,Getz,2011.0,Hatchback,Automatic,Benzine,234000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Heliopolis,Cairo,Older than a week,465000
MG,ZS,2024.0,SUV,Automatic,Benzine,115500.0,Silver,5.0,Full Leather,Cash or Installment,Smoha,Alexandria,Older than a week,1020000
Opel,Astra,2019.0,Sedan,Automatic,Benzine,148000.0,Gray,5.0,Cloth,Cash,5th Settlement,New Cairo,Older than a week,720000
Daewoo,Juliet,1999.0,Sedan,Manual,Benzine,1.0,White,5.0,Full Leather,Cash,Baltim,Kafr al-Sheikh,Less than a day,220000
Nissan,Sunny,2005.0,Sedan,Automatic,Benzine,133108.0,White,5.0,Full Leather,Cash,Sidi Beshr,Alexandria,Older than a week,350000
Fiat,Shahin,1996.0,Sedan,Manual,Benzine,10170.0,Gray,5.0,Velour,Cash,Kafr Shukr,Qalyubia,This week,170000
Baic,Other,2025.0,SUV,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,1690000
Mercedes-Benz,GLA 200,2023.0,SUV,Automatic,Benzine,8000.0,Black,5.0,Full Leather,Cash,New Cairo,Cairo,This week,3100000
Hyundai,Other,2021.0,Van / Bus,Manual,Diesel,350.0,Black,2.0,Full Leather,Cash,Maadi,Cairo,Older than a week,1950000
Mercedes-Benz,C180,2022.0,Sedan,Automatic,Benzine,110000.0,Black,5.0,Full Leather,Cash,Madinaty,Cairo,This week,2900000
Daewoo,Nubira,2001.0,Sedan,Automatic,Benzine,230000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Minya al-Qamh,Sharqia,Older than a week,265000
Renault,Logan,2018.0,Sedan,Automatic,Benzine,122000.0,Gray,5.0,Full Leather,Cash,Haram,Giza,This week,235000
BMW,440,2022.0,Sports / Coupe,Automatic,Benzine,115500.0,White,4.0,Full Leather,Cash or Installment,New Cairo,Cairo,Less than a day,7750000
Fiat,Shahin,2001.0,Sedan,Manual,Benzine,80000.0,Silver,4.0,Other,Cash,New Obour City,Obour City,Less than a day,90000
MG,MG 6,2022.0,Sedan,Automatic,Benzine,66000.0,White,5.0,Full Leather,Cash or Installment,Heliopolis,Cairo,This week,975000
BMW,X4,2017.0,SUV,Automatic,Benzine,135000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Gladios Garden Compound,6th of October,Older than a week,2150000
Toyota,Corolla,2024.0,Sedan,Automatic,Benzine,14000.0,Gray,5.0,Full Leather,Cash,Mansura,Dakahlia,This week,1400000
Hyundai,Verna,2004.0,Sedan,Automatic,Benzine,270000.0,Other Color,5.0,Full Leather,Cash or Installment,Sidi Gaber,Alexandria,Older than a week,280000
Kia,Pride,2000.0,Hatchback,Manual,Benzine,1.0,Blue- Navy Blue,4.0,Full Leather,Cash,Ataba,Cairo,Older than a week,100000
Mercedes-Benz,A200,2021.0,Sedan,Automatic,Benzine,49000.0,White,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,2150000
Nissan,Qashqai,2020.0,Estate,Automatic,Benzine,100000.0,White,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Older than a week,950000
Audi,Q8,2025.0,SUV,Automatic,Benzine,115500.0,Beige,5.0,Full Leather,Cash or Installment,5th Settlement,New Cairo,Older than a week,7350000
Kia,Sorento Hybrid,2024.0,SUV,Automatic,Hybrid,115500.0,White,7.0,Full Leather,Cash,7th District,6th of October,Older than a week,3250000
Mercedes-Benz,GLC 200,2023.0,Hatchback,Automatic,Benzine,20000.0,White,5.0,Full Leather,Cash,New Cairo,Cairo,Older than a week,4650000
Suzuki,Ertiga,2016.0,Hatchback,Automatic,Benzine,100000.0,Brown,5.0,Full Leather,Cash,6th of October,Giza,This week,500000
Mitsubishi,Lancer,2004.0,Sedan,Automatic,Natural Gas,170000.0,Silver,5.0,Cloth,Cash,Sheraton,Cairo,This week,450000
Renault,Duster,2020.0,Hatchback,Automatic,Benzine,200000.0,Brown,4.0,Cloth,Cash,Zagazig,Sharqia,Older than a week,800000
BYD,F3,2015.0,Sedan,Automatic,Natural Gas,264.0,Silver,4.0,Full Leather,Cash,Janna,Obour City,Older than a week,330000
Chevrolet,Optra,2026.0,Sedan,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Less than a day,745000
Toyota,Corolla,2017.0,Sedan,Automatic,Benzine,136000.0,Black,5.0,Full Leather,Cash,1st Settlement,New Cairo,Older than a week,960000
Chevrolet,Lanos,2013.0,Sedan,Manual,Benzine,225000.0,Silver,5.0,Full Leather,Cash,Ismailia City,Ismailia,Older than a week,300000
Land Rover,Range Rover Sport,2021.0,SUV,Automatic,Benzine,50000.0,White,7.0,Full Leather,Cash,Nasr City,Cairo,This week,5900000
Lada,2107,2005.0,Sedan,Manual,Benzine,65000.0,Blue- Navy Blue,4.0,Full Leather,Cash,Attarin,Alexandria,This week,105000
Geely,Pandido,2014.0,Hatchback,Automatic,Benzine,98000.0,White,5.0,Full Leather,Cash,Haram,Giza,This week,290000
Jeep,Cherokee,1995.0,4X4,Automatic,Diesel,200000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Hadayek al-Ahram,Giza,Older than a week,240000
Skoda,Forman,1994.0,Sedan,Manual,Benzine,1.0,Black,5.0,Full Leather,Cash,6th of October,Giza,This week,90000
Peugeot,5008,2021.0,SUV,Automatic,Benzine,22000.0,Gray,7.0,Other,Cash,Shorouk City,Cairo,This week,1800000
BMW,X3,2008.0,Hatchback,Automatic,Benzine,200000.0,Black,5.0,Full Leather,Cash,Heliopolis,Cairo,This week,790000
Renault,5,1987.0,Hatchback,Manual,Benzine,74000.0,Gray,5.0,Cloth,Cash,Shorouk City,Cairo,This week,95000
Ford,Focus,2021.0,Sedan,Automatic,Benzine,85000.0,Blue- Navy Blue,5.0,Cloth,Cash,Al Hadaba Al Olya,Mokattam,Older than a week,1050000
Hyundai,Elantra,2023.0,Sedan,Automatic,Benzine,9000.0,White,5.0,Part Leather,Cash,Kreir Paradise,North Coast,Older than a week,1320000
Hyundai,Verna,2014.0,Sedan,Manual,Benzine,130000.0,Burgundy,5.0,Part Leather,Cash,Maadi,Cairo,Less than a day,340000
BYD,Seagull,2025.0,Hatchback,Automatic,Electric,115500.0,Black,5.0,Full Leather,Cash,Nasr City,Cairo,Less than a day,1050000
Renault,Logan,2009.0,Sedan,Manual,Benzine,135000.0,Silver,5.0,Full Leather,Cash,Heliopolis,Cairo,This week,300000
Nissan,Juke,2016.0,SUV,Automatic,Benzine,163000.0,Burgundy,4.0,Part Leather,Cash,Zayed Greens Compound,Sheikh Zayed,This week,599000
Mercedes-Benz,A200,2025.0,Sedan,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash or Installment,5th Settlement,New Cairo,This week,5650000
Hyundai,Excel,1997.0,Sedan,Manual,Benzine,185000.0,Gold,5.0,Full Leather,Cash,Gesr Al Suez,Cairo,This week,140000
Kia,Rio,2013.0,Hatchback,Automatic,Benzine,140000.0,Gray,5.0,Full Leather,Cash,Nasr City,Cairo,Older than a week,450000
Cupra,Formentor,2023.0,SUV,Automatic,Benzine,55000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Kafr al-Sheikh City,Kafr al-Sheikh,Older than a week,2050000
MINI,John Cooper Works,2021.0,Hatchback,Automatic,Benzine,24000.0,Red,5.0,Full Leather,Cash or Installment,Heliopolis,Cairo,This week,2050000
Renault,Duster,2019.0,SUV,Automatic,Benzine,69000.0,Black,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Less than a day,800000
Fiat,128,1985.0,Sedan,Manual,Benzine,1.0,White,4.0,Other,Cash,Al Bashayer District,6th of October,This week,75000
Jeep,Liberty,2003.0,4X4,Automatic,Benzine,170000.0,Burgundy,5.0,Full Leather,Cash,New Cairo,Cairo,This week,475000
Kia,Pride,1997.0,Hatchback,Manual,Benzine,99999.0,Gray,4.0,Cloth,Cash,Ismailia City,Ismailia,Older than a week,125000
Honda,Civic,1998.0,Sedan,Automatic,Benzine,180000.0,Silver,5.0,Velour,Cash,Downtown Cairo,Cairo,Older than a week,309000
Volkswagen,Polo,2001.0,Hatchback,Manual,Benzine,278.0,Burgundy,4.0,Part Leather,Cash,Smoha,Alexandria,Older than a week,290000
Mercedes-Benz,GLK 300,2010.0,SUV,Automatic,Benzine,250000.0,Silver,5.0,Full Leather,Cash,5th Settlement,New Cairo,Older than a week,1250000
Daewoo,Leganza,1999.0,Sedan,Automatic,Benzine,222.0,Blue- Navy Blue,4.0,Full Leather,Cash,10th District,Nasr City,This week,195000
BMW,740,2019.0,Sedan,Automatic,Benzine,53000.0,Black,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,This week,4650000
Skoda,Kodiaq,2023.0,SUV,Automatic,Benzine,22000.0,Black,7.0,Full Leather,Cash,6th of October,Giza,Older than a week,2190000
Opel,Crossland,2023.0,SUV,Automatic,Benzine,31500.0,Red,5.0,Part Leather,Cash,Uptown Cairo,Mokattam,Less than a day,1100000
